[],123456,간호는 여초인데도,페미세력 거의없거든 근데 씨발 여초페미 인냥 까대는거 너무 같다  개씨발 페미년들때문에 뭔난리냐,2018-06-13,3
[],123456,예쁘기만하고 매력은 없는,있지 달라달라가페미노래라는데 실화,2018-06-13,3
[],123456,워마드 신상 털이 관련해서 경찰서 다녀온 썰   FOC 간단하게,난 군대에서 복학한지 이제 일 년도 안되는 여초과 학생임 대부분 그렇듯이 여학우들은 졸업을 했거나 취준 중이라 바빠서 주변에 여사친이라곤 하나도 없다 그런데 갑자기 모르는 사람한테 연락이 왔음 자기를 중앙대학교 다른과 학우라고 밝힌 사람이었는데 자기가 워마드를 비롯한 여러 사이트에 신상이 올라와서 모니터링 하면서 증거를 찾고 있었대 근데 거기서 중앙대학교 제목의 글에 내 신상정보가 올라왔다고 확인해보라고 그러는거 그래서 확인해봤더니 내 sns 아이디랑 사진이랑 여러 개인정보가 올려져있었음 아 이게 뭔일인가싶어 상황파악 하고있었음 난 여사친들이랑 연락 끊긴지가 오랜데 누가 나한테 원한을 가지고 이랬을까 하루종일 생각했다 그러다 나한테 이걸 가르쳐준 학우가 조만간 자기 경찰서 갈거니까 자기랑 같이 가고싶으면 가자고 그러길래 같이 갔음 그게 3월말 같이 만나서 동작경찰서 3층 사이버수사팀가서 진술했음 30분 조사했나 고소장쓰고 맞는지 확인하고 지장 찍고 그랬음 오래 걸릴거래 근데 벌써 2달이 지났는데 아무 연락이 없다 나나 그 친구 신상이 올라온 사이트에는 아직도 여러 남자들 신상이 올라오는데 글도 안못지워주고있고 사이트 정지도 안먹이고 우리한테 도움이 되는건 하나도 없음 그래서 인터넷 찾아봤더니 워마드는 사실상 범인 못잡는다고 보면된다고 그러더라 운영자가 경찰 협조 쌩깐다고 나랑 같이간 학우는 너무 답답해서 자기 스스로 범인 추리하고 함정파고 뭐해서 대충 자기 과에 몇명인거 알아냈고 거의 확신한대 근데 나같은 경우에는 누군지 확인할 방법도 예방할 방법도 없다뭐 술김에 길게 개소리했는데 너희들은 웬만하면 sns에 사진 올려놓지말라는 말 하고싶음 올려놓을거면 친구공개 해놓던가 난 연락하는 여사친 없고 원한도 없을텐데 인스타에 공개해놓은 내 사진이 워마드에 올라갔음 인스타 주소랑 같이 사실상 워마드 올라가면 운영자가 협조 쌩까서 이걸 잡을수있는 방법이 없다고 하더라 인터넷 쳐보면 단순한 모욕죄나 명예훼손도 가해자 특정이 한달내로 이루어지는 경우가 대부분인데 난 두달이 넘었는데 소식이 없어아 그리고 잠깐 foc 얘기 해보자면 위에 언급한 다른과학우 과가 최근에 foc관련해서 언급 좀 있는과더라 페미끼도 좀 있는과고 정국은 아니고 남의 신상이라 자세히 언급해주진 못하지만 foc 관련 단체 글에 좋아요 누르고 총학 글에 화나요 누르고 그런 애들이 많은 관데 그런 과에 구성원 몇명이 한 남자애 신상을 워마드에 올리고 조리돌림 했다는데 ,2018-06-13,7
[],123456,공대여자는 페미가 잘 없는거 같음,취집 안하고지가 직접 돈 벌 생각으로공부량 많은 공대 간 게페미랑 거리가 있어 보인다,2018-06-13,6
[],123456,대림동 여경 조롱과 비난에 대해 다시 생각해보시길 바랍니다,httpscmasiaecokrviewhtmno2019051813490784400Redyho일단 이 기사에서 경찰 관계자의 증언에 따르면 해당 여경이 도움을 요청한 사람은 매체에 알려진것처럼 일반 시민이 아닌 교통순찰차에서 내린 경찰이었다고 해요 그로 하여금 제압이 된 다음 여경 자신이 수갑을 직접 채웠다고 합니다 일반 시민에게 수갑을 맡겼다 라는 의혹에 대한 해명 저는 이같이 능력도 안되는 여자를 여경에 대한 낮은 기준으로 뽑아서는 유리천장이라고 광광대지말고 능력이 되는 사람을 뽑아야한다 여자들이 꿀빨려고 한다 라는 조롱으로 넘어가는 행태가 엄연한 이중잣대라고 생각됩니다 현직 경찰들의 성매매 여경 성폭행 경찰과 유흥업소간의 유착이 기사화되고 문제가 되었을때 아무도 문제를 일으킨 경찰들의 성별에 주목하지 않았습니다 남자가 경찰을 하니까 저런 일이 생기지 정신 머리 똑바로 박힌 남자만 뽑아라 이런 말은 하지 않았다는 말입니다 그냥 그 사건을 일으킨 사람들만 보고 비난을 했다는 겁니다 그런 비난과 일반화를 한 사람들이 있긴하죠 페미니스트들 그리고 여기 에타에 상주하시는 분들을 비롯한 많은 일반 남성들이 이러한 일반화에 분노하셨죠 하지만 이번 대림동 여경사건은 수준미달의 여경 여경에 대한 인식과 처우에 불만을 가지고 있는 페미니스트들에게 조롱과 비난의 화살이 정확히 향해있습니다 분명 대림동 사건의 경찰은 경찰으로서 신체적 수준이 현장에서 떨어졌고 책임감없는 행동을 한 것은 맞습니다 그러나 지금까지 다른 남자경찰들이 일으킨 문제에서는 잘못한 놈이 문제지 라고 성에 대한 특정성은 방관하던 사람들이 이제와서는 왜 화살이 여성과 여경 전체에게로 넘어가는 건가요 여경들이 하는게 뭐냐 기본적인것도 하지않고 체력이나 능력도 갖춰지지않으면서 오또케 오또케 거리고 앉아있다 라며 여자경찰에 대한 분노와 비난은  또 남자가 여자를 죽였다 강력범죄의 대다수가 남자에 의해 이뤄진다 그러므로 남자에 대해 분노한다 라고 하는 당신들이 혐오해마지않는 페미니스트들의 일반화 논리와 같습니다 남경들이 문제를 일으켰을때는 잘 만 해오셨던 것 처럼 그 경찰의 성별이 아닌 수준 미달이었던 개인에 대해서만 분노하시기 바랍니다 아니라면 적어도 일관성 있게 분노하시길 바랍니다 이제는 미러링 미러링의 미러링이 판을 치는 바람에 지들도 그래놓고 누가 먼저 시작했다 라고 나오면 무의미한 얘기이긴 하군요,2018-06-13,7
[],123456,산이 근황,이게 페미니즘이다 말이야,2018-06-13,9
[],123456,왜 임산부석 있잖아,그분들 맨날 임산부석에 앉은 한남이라고 사진찍어 올리고 부들거리잖아최근에 임산부석 한번 앉았다가 군사재판간 군인 사건도 그렇고애초에 배려를 강요하면서 분란조장질을 왜하는거지 그거 대우 해주는게 진짜 임신을 유도한다고 생각하나솔직히 만삭 예비엄마가 내앞에 서있으면 제정신이라면 양보하는게 정상 아니야군인보고 뭐라하던데 솔직히 군인이 앉는 경우보다 딱봐도 가임기 지난 아지매들이 훨씬 많이 앉드만말도 안되는 논리로 군인이라는 최약자 괴롭히는건 정작 그들 아니냐 나 진짜 사진 찍고싶었던 상황이 있는게 만삭여자 서있고 아줌마 앉아있는거 본적 있거든그냥 성별이나 혐오가 아니고 배려가 부족한거고 애초에 임신을 그거 무서워서 못하는거 아니잖아왜 문제가 있고 해결방법은 다른건데쓸데없이 대접좀 받아보고싶은 심리만을 만족시켜주는거야애초에 여성전용주차장 여성전용대출 이런 서비스 있다는거 자체가 코미디고 국제적 조롱감 아니냐,2018-06-13,8
[],123456,일베하는 존나 예쁜 여자는,페미 아니냐,2018-06-13,1
[],123456,길거리포교 vs 극성페미,누가 이기냐,2018-06-13,9
[],123456,니네 이건 몰랐지,밑에 인천수간남 선동글 보고 문득 생각난건데 페미니스트와 반려견의 안전한 성 이거 검열 다 통과하고 정식출간됐던 책이다 httpswwwyoutubecomwatchvdkQRixWIUM4featureyoutube추가 인천수간남 쓰니 분탕질 맞네  빤쓰런 한거 보니,2018-06-13,9
[],123456,페미보며 드는 생각,왜 근대까지 살아남은 문명은 거의 다 가부장제인지 알 수 있는 부분,2018-06-13,3
